Unnamed: 0,class,user,userLink,tweet,date,cleaned_tweet,aspect,sentiment
128,insects,Chad Christianson,https://twitter.com/Chad1335421,Ok fellow soil health regen Ag producers/agronomists.  How to deal with the onslaught of Thistle Caterpillars in our area on soybeans?  Major issue for us right now.  I hate spraying insecticides but........options???,2019-07-21T14:05:34.000Z,ok fellow soil health regen ag producersagronomist   deal onslaught thistle caterpillar area soybean   major issue right   I hate spray insecticide butoption,"pest,usage","negative,negative"
129,insects,JacquiⓋ〓〓,https://twitter.com/Jacqui03870191,Yes you can help plant food for caterpillars and butterflies dont use insecticides in your garden  join in the big butterfly count to help count what is doing OK and not so good.#ButterflyCount,2022-08-01T20:19:24.000Z,yes help plant food caterpillar butterfly use insecticide garden   join big butterfly count help count ok goodbutterflycount,"pest,usage",positive
130,insects,Green Bean,https://twitter.com/iamgreenbean,Many plants at nurseries pre-treated with systemic insecticides that kill #pollinators & caterpillars like #monarchshttp://phys.org/news/2013-10-people-choice-americans-monarch-butterflies.html…,2013-10-31T18:15:03.000Z,many plant nursery pretreate systemic insecticide kill pollinator   caterpillar like monarchs,pest,negative
131,insects,Bec,https://twitter.com/BeckyO_98,Its ridiculous that we do not see as many insects caterpillars etc in suburbia due to the use of insecticides.  #safarilive,2019-01-25T05:49:09.000Z,ridiculous see many insect caterpillar etc suburbia due use insecticide   safarilive,"pest,usage","negative,negative"
132,insects,IAAS Indonesia,https://twitter.com/IAAS_Indonesia,Neem insecticides are effective against many caterpillars flies whitefly and scales and are somewhat effective against aphids #AgriTalk,2016-09-11T12:50:16.000Z,neem insecticide effective many caterpillar fly whitefly scale somewhat effective aphids agritalk,"effectiveness,pest","positive,negative"
134,insects,GMWatch,https://twitter.com/GMWatch,Monarchs have lost an estimated 165 million acres of breeding habitat in the United States to herbicide spraying and development in recent decades. The butterflies are also threatened by neonicotinoid insecticides fungicides & other chemicals that are toxic to young caterpillars,2023-03-23T11:35:58.000Z,monarch lose estimate 165 million acre breed habitat united states herbicide spray development recent decade butterfly also threaten neonicotinoid insecticide fungicide   chemical toxic young caterpillar,"usage,toxicity,pest","negative,negative,negative"
135,insects,Nathan Donley,https://twitter.com/Nathan_Donley,The irony here is killing me! Companies are literally putting insecticides on milkweed to prevent caterpillars from eating it just to sell it to people who specifically want caterpillars to eat it This is some special hell we live in,2022-08-05T16:17:07.000Z,irony kill I company literally put insecticide milkweed prevent caterpillar eat sell people specifically want caterpillar eat special hell live,control methods,negative
136,insects,Samuel Odawa,https://twitter.com/odawasam,4: Hornworms with their voracious appetites can defoliate entire tomato plants in no time!Keep an eye out for their presence handpick them or use organic insecticides targeting caterpillars.,2023-05-24T03:58:34.000Z,4 hornworm voracious appetite defoliate entire tomato plant timekeep eye presence handpick use organic insecticide target caterpillar,"usage,safety,pest","positive,positive,negative"
137,insects,JackieB,https://twitter.com/No_Kakistocracy,Monarchs face a variety of stresses many related to agricultural activity. Neonicotinoids insecticides are toxic to young caterpillars ... it’s still widely used ...in the U.S. [along with ] other agricultural chemicals [which] can be toxic to monarchs.,2020-04-20T22:12:40.000Z,monarch face variety stress many relate agricultural activity neonicotinoid insecticide toxic young caterpillar   still widely use us along   agricultural chemical toxic monarchs,"toxicity,pest,usage","negative,negative,negative"
138,insects,Gingerbeard,https://twitter.com/gallan2230,Perhaps if people stopped killing the caterpillars with insecticides.,2022-10-07T01:15:51.000Z,perhaps people stop kill caterpillar insecticide,pest,negative
139,insects,Chef Vie Nyoni,https://twitter.com/Vie_matongo,How did you find out about the insecticides for cotton eating caterpillars? You dont need to memorize the legs and wings of pests to know them thats a fact.,2021-04-13T08:40:58.000Z,find insecticide cotton eating caterpillar need memorize leg wing pest know fact,pest,neutral
140,insects,Frida La Blonde,https://twitter.com/AeeshaMcOseni,I always fantasize about making a robot that recognises picks and squashes caterpillars in farms.It would reduce the cost and environmental effects of insecticides as the robot will release no harmful toxins to the environment and can be used over a long period of time ™,2020-01-21T06:23:15.000Z,I always fantasize make robot recognise pick squash caterpillar farmsit would reduce cost environmental effect insecticide robot release harmful toxin environment use long period time,control methods,negative
141,insects,S:15 Crocs-Man,https://twitter.com/Mr_Fonsie,@Riicaa_Boo cawss ppl killin off the caterpillars with all them insecticides,2011-10-02T15:04:43.000Z,riicaa_boo cawss ppl killin caterpillar insecticide,pest,negative
142,insects,LSU AgCenter,https://twitter.com/LSUAgCenter,Monarch caterpillars feed only on milkweed plants (Asclepias).  Please do not treat the aphids on the plant with insecticides as this could become an issue for the caterpillars. @MargaretOrr,2022-05-07T13:35:03.000Z,monarch caterpillar feed milkwee plant asclepia   please treat aphid plant insecticide could become issue caterpillar margaretorr,control methods,negative
143,insects,jo turner,https://twitter.com/amongstwits,Policy makers need to know: Birds NEED caterpillars/insects to raise their young. Insects NEED NATIVE plants. End of. We have filled our world with introduced plants. Agriculture uses insecticides + herbicides in massive quantities. We CAN change.. and must for life to continue.,2023-06-22T10:54:59.000Z,policy maker need know bird need caterpillarsinsect raise young insect need native plant end fill world introduce plant agriculture use insecticide   herbicide massive quantity change must life continue,usage,negative
144,insects,Paul Burgess,https://twitter.com/paulburgess22,The general consensus is there’s very little impact compared to the vast numbers lost to bird predation of caterpillars bat predation of adults use of insecticides and loss of habitat.,2020-04-19T11:34:58.000Z,general consensus little impact compare vast number lose bird predation caterpillar bat predation adult use insecticide loss habitat,"pest,usage","negative,negative"
145,insects,Syngenta UK,https://twitter.com/SyngentaUK,Growers should continue to keep a close eye on crops bearing in mind that the brassica caterpillars are likely to be resistant to pyrethroid insecticides says @Warwickpestnews in her new updated research of @AHDB_Hort pest bulletins.http://ow.ly/ViFS50vPgG5,2019-08-31T10:15:08.000Z,grower continue keep close eye crop bear mind brassica caterpillar likely resistant pyrethroid insecticide say warwickpestnew new update research ahdb_hort pest bulletin,pest,negative
146,insects,Mynzagric254,https://twitter.com/mynzagric254,Treat your plants for caterpillars as soon as you see them or the damage they cause. Insecticides used to kill caterpillars work best when the caterpillars are young. Pick caterpillars off your crops by hand. Wear latex gloves or use tweezers if you dont want to touch them.,2020-01-20T04:58:09.000Z,treat plant caterpillar soon see damage cause insecticide use kill caterpillar work well caterpillar young pick caterpillar crop hand wear latex glove use tweezer want touch,control methods,positive
147,insects,Dr Sarah Taber,https://twitter.com/SarahTaber_bww,Caterpillars are harder to kill with insecticides than the average set.Why? Caterpillars have heavy-duty liver enzymes that are really good at detoxifying whatever you throw at them. Quick to evolve resistance to new chemicals etc.,2024-01-01T03:16:02.000Z,caterpillar hard kill insecticide average setwhy caterpillar heavyduty liver enzyme really good detoxify whatever throw quick evolve resistance new chemical etc,"pest,toxicity","negative,negative"
148,insects,iMorpheus,https://twitter.com/iMorpheus,[#iMorphRecommendationEngine]: “…European environmentalist agenda that eschews modern insecticides and would have African farmers pluck the caterpillars - army worms - one by one.”,2021-07-28T12:23:44.000Z,imorphrecommendationengine european environmentalist agenda eschew modern insecticide would african farmer pluck caterpillar   army worm   one one,control methods,negative
149,insects,stormkettle,https://twitter.com/stormkettle,@BBCTheOneShow  Heres an idea. How about you dont promote insecticides to poison caterpillars. @Buzz_dont_tweet,2019-06-11T18:26:38.000Z,bbctheoneshow   idea promote insecticide poison caterpillar buzz_dont_tweet,"toxicity,pest","negative,negative"
150,insects,woolhatwoman,https://twitter.com/woolhatwoman,@kernowspringer @Greengrumbler Same here. Need an end to folks killing caterpillars end to insecticides in general cept for mosquitos.,2013-06-26T20:14:16.000Z,kernowspringer greengrumbler need end folk kill caterpillar end insecticide general cept mosquito,pest,negative
151,insects,@AccidentalRob@dice.camp,https://twitter.com/AccidentalRob,Holy shit dont encourage spraying for mosquitoes. There is no way for companies to spray these broad-spectrum insecticides in your yard without also killing other insects including bees butterflies caterpillars ladybugs dragonflies and other beneficial insects.,2023-07-20T23:05:59.000Z,holy shit encourage spray mosquito way company spray broadspectrum insecticide yard without also kill insect include bee butterfly caterpillar ladybugs dragonfly beneficial insect,"usage,pest","negative,negative"
152,insects,Mynzagric254,https://twitter.com/mynzagric254,Control methods include handpicking destroying eggs and spraying with insecticides. No insecticide is completely harmless but the two insecticides used to treat caterpillars spinosad and Bacillus thuringiensis var. kurstanki (Btk) have little impact on the environment.,2020-01-20T04:57:48.000Z,control method include handpicke destroy egg spray insecticide insecticide completely harmless two insecticide use treat caterpillar spinosad bacillus thuringiensis var kurstanki btk little impact environment,control methods,positive
153,insects,KC Tomato,https://twitter.com/kctomato,@trdfrgson @NikiJabbour @nctomatoman could also be Colorado Potato Beetles blister bugs or caterpillars. Trap crops DE or insecticides,2014-07-06T15:25:59.000Z,trdfrgson nikijabbour nctomatoman could also colorado potato beetle blister bug caterpillar trap crop de insecticide,control methods,neutral
154,insects,Janice Shipp,https://twitter.com/JaniceShipp,Let’s all encourage some butterfly love  this year - and help their caterpillars to survive by providing the plants they need and not using insecticides.,2024-02-14T13:54:14.000Z,let encourage butterfly love   year   help caterpillar survive provide plant need use insecticide,"pest,usage","negative,negative"
156,insects,Jules Charrington,https://twitter.com/Juleschao,I know why... we have hardly any wildflowers left. Intensive agriculture is raping the countryside. Forests are almost gone rivers are polluted gardens are decked the air is full of particulates and insecticides. People keep killing caterpillars...I could go on.,2018-09-25T04:57:28.000Z,I know hardly wildflower leave intensive agriculture rape countryside forest almost go river polluted garden deck air full particulate insecticide people keep kill caterpillarsi could go,overall,negative
157,insects,Jack Wallington,https://twitter.com/jackwallington,Insecticides habitat loss climate change - these all affect the food (caterpillars and other insects) and survival of birds like the cuckoo which is now on the red list - everything is connected,2022-05-12T18:54:57.000Z,insecticides habitat loss climate change   affect food caterpillar insect survival bird like cuckoo red list   everything connect,pest,negative
158,insects,"Frania Shelley-Grielen, MA, MS",https://twitter.com/animalsbehaving,Monarch caterpillars only eat milkweed but the plant has been devastated by increased herbicide spraying.. In addition to glyphosate monarchs are threatened by other herbicides+by neonicotinoid insecticides..toxic to young caterpillars+health of adult(s https://phys.org/news/2020-03-eastern-monarch-butterfly-population-plunges.html?utm_source=nwletter&utm_medium=email&utm_campaign=daily-nwletter…,2020-03-21T14:56:20.000Z,monarch caterpillar eat milkwee plant devastate increase herbicide spray addition glyphosate monarch threaten herbicidesby neonicotinoid insecticidestoxic young caterpillarshealth adult,control methods,negative
159,insects,The Yorkshire Times,https://twitter.com/TheYorksTimes,Sales Of Insecticides Surge As Deadly Caterpillars Spotted In UK  @OnBuyhttps://yorkshiretimes.co.uk/article/Sales-Of-Insecticides-Surge-As-Deadly-Caterpillars-Spotted-In-UK…,2022-05-11T13:10:01.000Z,sale insecticide surge deadly caterpillar spot uk   onbuy,pest,neutral
160,insects,Get Rid of Pests,https://twitter.com/RidOfPests,Managing caterpillars on cabbage: The use of selective insecticides can contribute to an increase in biologica... http://bit.ly/12UZHtQ,2013-06-22T18:25:49.000Z,manage caterpillar cabbage use selective insecticide contribute increase biologica,control methods,positive
161,insects,Неґречний Терен,https://twitter.com/SaveliyZalizniy,Wasps are extremely useful insectsthey hunting many pest species and control their populations.Killing wasps=more caterpillarsmore fliesmosquitoesbugsbeetles and other dangerous for agriculture insects=more insecticides and complex chemistry for their eradication.Worse it?,2024-02-14T07:33:21.000Z,wasp extremely useful insectsthey hunt many pest specie control populationskille waspsmore caterpillarsmore fliesmosquitoesbugsbeetle dangerous agriculture insectsmore insecticide complex chemistry eradicationworse,control methods,negative
162,insects,Vanda Felbab-Brown,https://twitter.com/VFelbabBrown,4/ Gruesome?Well wasp sp in the same family are keeping your tomatoes saved from tomato hornworms & other fruit & veg from devouring caterpillars w/o your having to use insecticides.So plants alyssum marigolds coneflowers zinias hyssop to attract them wasps to your yard,2022-08-22T23:48:07.000Z,4 gruesomewell wasp sp family keep tomato save tomato hornworm   fruit   veg devouring caterpillar use insecticidesso plant alyssum marigold coneflower zinias hyssop attract wasp yard,control methods,positive
163,insects,MAZU♡KAMIJO☆FOREVER☆,https://twitter.com/mazuhotohori,So I was cleaning the vegetables for cooking and found some tiny caterpillars. Glad the beautiful leaves were not drenched in insecticides and were safe for my consumption.,2019-04-20T02:25:35.000Z,I clean vegetable cooking find tiny caterpillar glad beautiful leave drench insecticide safe consumption,"pest,safety","negative,positive"
164,insects,National Wildlife Federation,https://twitter.com/NWF,“Spraying your yard for mosquitoes will harm other insects” says @NWF Naturalist @Dmizejewski. “The broad-spectrum insecticides used in commercial applications kill many bees butterflies moths caterpillars dragonflies and ladybugs.”,2021-05-11T19:16:13.000Z,spray yard mosquito harm insect say nwf naturalist dmizejewski broadspectrum insecticide use commercial application kill many bee butterfly moth caterpillar dragonfly ladybug,"usage,pest","negative,negative"
165,insects,Eric Connor,https://twitter.com/cericconnor,Inbox: I saw ‘plan attack’ and ‘diamondback moth’ and it had a murder hornet or squirrel with plague feel. A scientist wants your caterpillars to see what insecticides work best. Hit him up. For your cabbages collards etc. Most menacing thing: The bugs are becoming resistant,2020-07-30T16:44:02.000Z,inbox I see plan attack diamondback moth murder hornet squirrel plague feel scientist want caterpillar see insecticide work well hit cabbage collard etc menacing thing bug become resistant,"pest,effectiveness","negative,negative"
166,insects,English Country Life,https://twitter.com/engcountrylife,Let me give you a few examples. A single field of cabbages. If left open these cabbages will be utterly destroyed by caterpillars. So systemic insecticides are used. These kill not of only millions of the target insect (in one field) but millions of other insects.,2018-11-07T10:14:58.000Z,let I give example single field cabbage leave open cabbage utterly destroy caterpillar systemic insecticide use kill million target insect one field million insect,"pest,usage","negative,negative,negative"
167,insects,Farmer Renée,https://twitter.com/IamFarmerRenee,1/ as with most farmers the benefits of Bt cotton on our farms have been incredibly significant since the commercial introduction in the 90s. Primarily the large reduction (by 98%) of insecticides needed to control the two species of hungry Helicoverpa caterpillars.,2022-04-28T01:40:41.000Z,1 farmer benefit bt cotton farm incredibly significant since commercial introduction 90 primarily large reduction 98 insecticide need control two specie hungry helicoverpa caterpillar,control methods,positive
168,insects,Gill Lyon,https://twitter.com/lyon_gill,@TobyBuckland Morning Toby. I’m growing tomatoes in a growbag outside (Indigo Blueberries & Chocolate Cherry varieties) & have a problem with tomato moth caterpillars. I don’t believe in insecticides so is there anything else I can use to get rid of them?,2018-08-05T08:28:04.000Z,tobybuckland morning toby I grow tomato growbag outside indigo blueberry   chocolate cherry variety   problem tomato moth caterpillar I believe insecticide anything else I use get rid,"pest,usage","negative,negative"
169,insects,Tom Jewers,https://twitter.com/cutlerstom,I presume @guardian told the Africans their view that they mustnt use insecticides to kill said caterpillars?,2017-10-26T06:48:12.000Z,I presume guardian tell africans view must use insecticide kill say caterpillar,"usage,pest","negative,negative"
170,insects,Jekka23 ##antigrowthcoalition,https://twitter.com/Jekka231,Ive had quite a few but nowhere near as many as last year. I do make a concerted effort to grow as many food plants as possible for the caterpillars but neighbours both sides of me using insecticides/herbicides.,2022-07-05T18:46:00.000Z,I quite nowhere near many last year I make concerted effort grow many food plant possible caterpillar neighbour side I use insecticidesherbicide,"pest,usage",
171,insects,New York State Dept. of Environmental Conservation,https://twitter.com/NYSDEC,The caterpillars seen now will disappear soon as they pupate & become moths. Spraying insecticides isn’t effective at this late stage of caterpillar development. Sticky traps on trees can catch caterpillars while they’re still crawling though they won’t erase the population.,2021-06-11T15:25:50.000Z,caterpillar see disappear soon pupate   become moth spray insecticide effective late stage caterpillar development sticky trap tree catch caterpillar still crawl though erase population,"pest,usage,effectiveness","neutral,negative,negative"
172,insects,Waterloo Region Record,https://twitter.com/WR_Record,War declared on gypsy moth caterpillars in Waterloo Region.People are using burlap wrapping Vaseline on packing tape spraying insecticides picking them off by hand or even attaching a torch to a hockey stick. https://therecord.com/news/waterloo-region/2021/06/02/war-declared-on-gypsy-moth-caterpillars-in-waterloo-region.html…,2021-06-02T20:15:07.000Z,war declare gypsy moth caterpillar waterloo regionpeople use burlap wrapping vaseline packing tape spray insecticide pick hand even attach torch hockey stick,control methods,neutral
173,insects,Meaghan Anderson,https://twitter.com/mjanders1,Weve had unprecedented levels of these caterpillars in soybean this year plus smaller soybean plants (late planting). Insecticides do a good job of managing these caterpillars.,2019-07-22T16:18:22.000Z,unprecedented level caterpillar soybean year plus small soybean plant late planting insecticide good job manage caterpillar,pest,positive
174,insects,New York State Dept. of Environmental Conservation,https://twitter.com/NYSDEC,The caterpillars seen now will disappear soon as they pupate & become moths. Spraying insecticides isn’t effective at this late stage of caterpillar development. Sticky traps on trees can catch caterpillars while they’re still crawling though they won’t erase the population.,2021-06-11T15:25:50.000Z,caterpillar see disappear soon pupate   become moth spray insecticide effective late stage caterpillar development sticky trap tree catch caterpillar still crawl though erase population,"pest,usage,effectiveness","neutral,positive,negative"
175,insects,Waterloo Region Record,https://twitter.com/WR_Record,War declared on gypsy moth caterpillars in Waterloo Region.People are using burlap wrapping Vaseline on packing tape spraying insecticides picking them off by hand or even attaching a torch to a hockey stick. https://therecord.com/news/waterloo-region/2021/06/02/war-declared-on-gypsy-moth-caterpillars-in-waterloo-region.html…,2021-06-02T20:15:07.000Z,war declare gypsy moth caterpillar waterloo regionpeople use burlap wrapping vaseline packing tape spray insecticide pick hand even attach torch hockey stick,control methods,neutral
176,insects,Meaghan Anderson,https://twitter.com/mjanders1,Weve had unprecedented levels of these caterpillars in soybean this year plus smaller soybean plants (late planting). Insecticides do a good job of managing these caterpillars.,2019-07-22T16:18:22.000Z,unprecedented level caterpillar soybean year plus small soybean plant late planting insecticide good job manage caterpillar,pest,positive
177,insects,Ben Atkinson,https://twitter.com/FarmerBennyBoy,Someone needs to be held accountable for the Neo-Nic seed treatment ban. Boom applied insecticides are clearly not killing the CSFB but are sadly killing non target species. Beetles are good guys ....,2018-09-12T14:00:59.000Z,someone need hold accountable neonic seed treatment ban boom apply insecticide clearly kill csfb sadly kill non target specie beetle good guy,pest,negative
178,insects,𝐃𝐚𝐯𝐢𝐝 𝐁𝐮𝐭𝐥𝐞𝐫 ,https://twitter.com/DavidButler34,Early start today to spray the beans with a bee safe insecticide application at dawn for bruchid beetle control. Good to see the field teeming with busy  this evening. Used correctly and only when necessary insecticides have a vital role for crops. #Bees #Beans,2018-06-11T19:34:15.000Z,early start today spray bean bee safe insecticide application dawn bruchid beetle control good see field teem busy   evening use correctly necessary insecticide vital role crop bee bean,"usage,safety,pest","positive,positive,negative"
179,insects,Adam Driver,https://twitter.com/driverfarms1,I like how this osr is looking. Some flea beetle on later drilled stuff but we won’t be using insecticides so we aren’t worrying.,2019-08-28T14:44:54.000Z,I like osr look flea beetle later drill stuff use insecticide worrying,control methods,positive
180,insects,FB69,https://twitter.com/WildWestacre,Dor beetle and phonetic mites a symbiotic relationship one gets a lift to the fresh dung where it eats the eggs of yellow dung flys a potential competitor to the Dor for the freshest dung. One of the benefits of Nature recovery no insecticides and a divesrity of species back,2023-06-16T18:40:23.000Z,dor beetle phonetic mites symbiotic relationship one get lift fresh dung eat egg yellow dung fly potential competitor dor fresh dung one benefit nature recovery insecticide divesrity specie back,control methods,positive
181,insects,cat frampton,https://twitter.com/cat_frampton,Did you know if you have cows and it’s a summer evening and you don’t use insecticides all the time you get heaps of dung beetles flying about and they are Magic?!!!  I mean just listen to that take off!,2022-08-06T21:51:58.000Z,know cow summer evening use insecticide time get heap dung beetle fly magic   I mean listen take,control methods,positive
182,insects,Farm Babe,https://twitter.com/thefarmbabe,One of the main reasons bt GMO corn was invented is so that farmers no longer have to spray insecticides.This means theres more beneficial insects around than there used to be Including lady beetles who are now EVERYWHERE in my house since its spring.Damn you GMOs! lol,2019-04-22T02:15:25.000Z,one main reason bt gmo corn invent farmer long spray insecticidesthis mean beneficial insect around use include lady beetle everywhere house since springdamn gmos lol,"usage,pest","negative,neutral"
183,insects,Entomological Society of America,https://twitter.com/EntsocAmerica,“When it came to the pest’s ability to overcome insecticides the researchers were surprised to find the beetle’s genome looked much like those of its less-hardy cousins. They did not find resistance-related genes to explain the insect’s tenaciousness.”,2018-02-01T18:04:01.000Z,come pest ability overcome insecticide researcher surprised find beetle genome look much like lesshardy cousin find resistancerelate gene explain insect tenaciousness,pest,neutral
184,insects,Darragh Cleary,https://twitter.com/darscleary,Lumen spring osr drilled the 29th of April. It grew that quick this year no insecticides were used for flea or pollen beetle.,2018-06-19T21:17:32.000Z,luman spring osr drill 29th april grow quick year insecticide use flea pollen beetle,"usage,pest","negative,positive"
185,insects,stephenfellenberg,https://twitter.com/stephenfellenb1,The Blue flower wasp (Austroscolia sora) great to see in numbers at Wedderburn pollinators and predator of scarab beetles larvae. This is another excellent reason why we shouldnt be using insecticides.,2019-01-11T00:09:54.000Z,blue flower wasp austroscolia sora great see number wedderburn pollinator predator scarab beetle larvae another excellent reason use insecticide,control methods,positive
186,insects,Vegetable Entomology,https://twitter.com/msuvegent,#lady beetle larvae are great #aphid predators. They can also eat eggs / small larvae of butterflies and moths. They thrive in vegetable fields that rely less on broad spectrum synthetic insecticides to manage pests. ⁦@MSUEntomology⁩,2019-05-30T15:17:56.000Z,lady beetle larvae great aphid predator also eat egg   small larvae butterfly moth thrive vegetable field rely less broad spectrum synthetic insecticide manage pest msuentomology,pest,positive
187,insects,Golden Harvest Seeds,https://twitter.com/GldnHarvest,Blake Mumm demonstrates the value of Agrisure Duracade & soil insecticides against CRW. One beetle can produce 300-500 eggs. #GrowMore,2017-08-15T16:15:37.000Z,blake mumm demonstrate value agrisure duracade   soil insecticide crw one beetle produce 300500 egg growmore,pest,positive
188,insects,Ryan Benjamins,https://twitter.com/RyanBenjamins,Fungicide only seed treatment on these ips. Bean leaf beetle feeding on pods.  Back to foliar insecticides...,2017-08-08T19:59:28.000Z,fungicide seed treatment ips bean leaf beetle feed pod   back foliar insecticide,pest,neutral
189,insects,T Bone,https://twitter.com/Gamesdiner,No this is not a medieval woodcut of a goblin battling a giant beetle. Its an illustration from a 1900 catalog selling insecticides. (But its also the handout youll give PCs when you describe a goblin hero tapestry.)The point: Catalogs were cooler back then.#retro #ttrpg,2019-05-30T04:58:10.000Z,medieval woodcut goblin battle giant beetle illustration 1900 catalog selling insecticide also handout give pc describe goblin hero tapestrythe point catalog cool back thenretro ttrpg,pest,neutral
190,insects,Adam Williamson,https://twitter.com/amwfarming,Dung beetles  super active. Removal of insecticides 5 years ago has really helped!,2023-03-25T10:43:21.000Z,dung beetles   super active removal insecticide 5 year ago really help,control methods,positive
191,insects,Jo Cartmell #RewildTheEarth,https://twitter.com/WaterVole,Companion crops have allowed Kent grower Andy Barr to stop using insecticides on his oilseed rape despite being in a hot spot for cabbage stem flea beetle damage and without seeing a drop in yields. @MilesKing10 @the_ecologist @GeorgeMonbiot,2018-05-06T06:50:19.000Z,companion crop allow kent grower andy barr stop use insecticide oilseed rape despite hot spot cabbage stem flea beetle damage without see drop yield milesking10 the_ecologist georgemonbiot,"usage,pest,toxicity","positive,neutral,positive"
192,insects,Entomological Society of America,https://twitter.com/EntsocAmerica,Entomologists at @PurdueInsects have developed a reliable and cost-effective scouting technique for striped cucumber beetle in watermelon fields and they say the method could reduce unnecessary use of insecticides to manage the pest. /by @TernestJ https://entomologytoday.org/2020/01/24/integrated-pest-management-pays-midwestern-watermelon-growers-stiped-cucumber-beetle/…,2020-01-24T16:41:00.000Z,entomologist purdueinsect develop reliable costeffective scouting technique striped cucumber beetle watermelon field say method could reduce unnecessary use insecticide manage pest ternestj,control methods,positive
193,insects,Agriculture South Punjab,https://twitter.com/AgricultureSou1,#ThinkbeforepesticidesprayPoison-free cotton gives space to this little sparrow to feed its babies. Application of insecticides could have endangered not only their lives but also crucial predators like Chrysopa Trichograma Beetle Spider & Wasp. @ACSSouthPunjab @PrefOrganic,2021-08-07T03:06:29.000Z,thinkbeforepesticidespraypoisonfree cotton give space little sparrow feed baby application insecticide could endanger life also crucial predator like chrysopa trichograma beetle spider   wasp acssouthpunjab preforganic,"usage,pest","neutral,negative,positive"
194,insects,Dr Pleuni Pennings #BlackLivesMatter,https://twitter.com/pleunipennings,#icanhazpdf Landscape genomics of Colorado potato beetle provides evidence of polygenic adaptation to insecticides http://onlinelibrary.wiley.com/doi/10.1111/mec.14339/abstract…,2017-09-08T16:10:11.000Z,icanhazpdf landscape genomic colorado potato beetle provide evidence polygenic adaptation insecticide,pest,neutral
195,insects,Chuck Grassley,https://twitter.com/ChuckGrassley,Japanese beetles & other insects feed off of soybeans and hv to be controlled by insecticides to preserve the plant #soybeanwatch,2022-08-13T21:07:30.000Z,japanese beetle   insect feed soybean hv control insecticide preserve plant soybeanwatch,control methods,neutral
196,insects,Boyd Mori,https://twitter.com/BoydMori,Beautiful day! Sweeping some alternative host plants (aka crucifer weeds) for some flea beetles. Part of a project to understand more about flea beetle tolerance to insecticides and underlying genetics. #funinthesun #westcdnag @AlbertaCanola @westerngrains @RDARAlberta,2021-05-14T17:17:42.000Z,beautiful day sweep alternative host plant aka crucifer weed flea beetle part project understand flea beetle tolerance insecticide underlie genetic funinthesun westcdnag albertacanola westerngrains rdaralberta,pest,neutral
197,insects,Pitchcare,https://twitter.com/Pitchcare,Research indicates UK bats can consume up to 3000 insects per night. Bats are natural predators of crane flies & chafer beetles.With no insecticides can you be doing more to encourage natural predators to turf pests through responsible IPM? https://pitchcare.com/shop/bat-boxes/index.html…#ecology,2018-05-17T10:36:17.000Z,research indicate uk bat consume 3000 insect per night bat natural predator crane fly   chafer beetleswith insecticide encourage natural predator turf pest responsible ipm,control methods,positive
198,insects,Kyla O'Hearn,https://twitter.com/KylaOHearn,The beautiful but destructive Asian long-horned beetle has been a threat to poplar maple willow and elm trees since it’s detection to the US in 1992. Today eradication via tree removal and systemic insecticides is the most efficient way to #StopTheSpread,2019-12-10T19:15:39.000Z,beautiful destructive asian longhorned beetle threat poplar maple willow elm tree since detection us 1992 today eradication via tree removal systemic insecticide efficient way stopthespread,control methods,positive
199,insects,PotatoPro,https://twitter.com/PotatoPro,Research in Canada (AAFC Fredericton) shows there may be another way to deal with Colorado Potato Beetles than with insecticides#Potatoes #Colorado #Beetle #insecticides #resistancy #varieties @AAFC_Canada,2018-01-14T23:00:19.000Z,research canada aafc fredericton show may another way deal colorado potato beetle insecticidespotatoe colorado beetle insecticide resistancy variety aafc_canada,control methods,positive
200,insects,Yolanda Chen,https://twitter.com/Yolanda_H_Chen,#coloradopotatobeetle is an iconic #pest who has befuddled #entomologists for over 100 years. Here we try to explain why the beetle is so successful in its #rapid #evolution to #insecticides in #agriculturehttps://authors.elsevier.com/a/1gNus7tYJFjcV9… -for access,2023-01-09T18:29:08.000Z,coloradopotatobeetle iconic pest befuddle entomologist 100 year try explain beetle successful rapid evolution insecticide agriculture access,pest,neutral
201,insects,Jody Green,https://twitter.com/JodyBugsMeUNL,For those that don’t enjoy looking at white grub butts here are some C-shaped grubs from the garden with coins for scale. From Left to right: Japanese beetle masked chafer & green June beetle. Just bc you find a grub or two doesn’t mean you need to treat with insecticides,2019-06-01T02:35:25.000Z,enjoy look white grub butt cshape grub garden coin scale leave right japanese beetle mask chafer   green june beetle bc find grub two mean need treat insecticide,pest,neutral
202,insects,Sam Vincent,https://twitter.com/Vince_Rookery,Dung beetle heaven not long left by the calves still grazing in front. Controlled grazed without harmful insecticides or unnecessary chemical inputs. #NatureKnowsBest #InsectFriendlyFarming @BBCSpringwatch @ChrisGPackham @DrDowhittle @minibeastmayhem,2021-06-05T10:05:58.000Z,dung beetle heaven long leave calf still graze front control graze without harmful insecticide unnecessary chemical input natureknowsbest insectfriendlyfarming bbcspringwatch chrisgpackham drdowhittle minibeastmayhem,"pest,toxicity","neutral,negative,positive"
